name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
David Ausberry ,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
David Moore,5.5,12.3,0.7,17.0,0.0,7.300000000000002,12.1,15.1,2.8,1.5,7.0,1.1,10.4,2.5,5.0,1.0
David Nelson,10.0,12.0,2.4,1.7,0.0,5.2,5.2,5.9,17.3,9.1,2.2,1.1,3.0,1.2,1.4,1.6
David Reed,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,5.9,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Davone Bess,1.8,7.5,7.2,6.3,10.2,3.5,3.5,3.1,2.1,4.2,15.9,0.8,5.2,4.3,1.5,1.4
DeAndre Carter,0.0,5.4,9.5,1.3,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Hopkins,4.8,22.1,16.8,18.7,7.6,22.1,8.3,19.3,4.5,7.6,8.0,15.2,18.1,25.5,8.8,5.5
DeSean Jackson,10.4,10.3,14.7,4.2,9.2,5.8,4.0,3.3,31.4,0.0,1.0,5.6,9.4,2.1,6.1,14.6
DeVante Parker,19.6,17.7,6.7,13.8,9.4,16.0,12.0,5.0,6.8,9.4,4.1,15.1,15.9,5.5,0.0,15.1
Dede Westbrook,0.8,7.5,9.1,11.7,6.8,14.7,0.0,5.2,10.9,14.5,5.5,3.1,1.5,16.7,0.9,-2.0
Deion Branch,2.9,15.5,5.2,0.0,11.2,0.0,2.1,0.0,3.0,1.0,1.4,0.0,5.0,5.7,2.2,2.1
Demarcus Robinson,3.5,4.3,0.0,0.0,1.2,9.4,0.9,14.3,8.9,7.4,6.1,4.9,1.8,3.7,9.9,8.8
Demaryius Thomas,17.8,4.7,6.8,8.9,5.2,0.4,6.7,8.2,5.7,8.8,2.9,11.4,6.4,3.2,3.8,9.8
Denard Robinson,12.7,9.5,0.9,0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.9,6.9,1.7
Denarius Moore,8.3,1.8,4.4,3.8,1.4,1.8,1.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deon Butler,3.0,12.7,5.6,0.9,2.0,15.0,2.9,1.9,6.3,15.5,0.0,1.3,2.9,2.3,1.6,0.0
Deonte Thompson,2.1,11.1,3.3,4.2,5.3,3.3,0.0,2.9,0.6,0.0,3.1,0.0,1.7,1.9,0.0,1.6
Derek Carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,1.4,3.0,0.0,0.0,0.0,0.0,11.5,1.1,0.0,1.0,0.0,4.9,9.2,0.0,6.2,2.6
Derrick Mason,22.8,4.7,13.0,4.9,3.4,1.2,7.5,4.7,1.2,4.2,1.2,1.0,0.0,2.1,0.0,0.0
Devery Henderson,6.699999999999998,1.6,7.3,1.5,22.3,9.0,0.0,1.3,0.0,0.8,1.1,0.0,1.6,1.3,0.0,2.1
Devin Aromashodu,6.8,7.6,2.4,3.4,0.0,4.9,1.8,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
Devin Funchess,11.8,5.6,11.2,14.7,7.3,15.9,15.2,4.2,6.4,4.7,4.9,7.5,0.0,0.0,3.3,4.7
Devin Hester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Street,0.0,0.0,1.8,9.0,0.0,0.0,1.5,2.4,2.3,0.0,0.0,1.6,2.5,0.0,0.0,0.0
Devin Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.6,1.9
Dexter McCluster,4.7,2.3,11.7,9.8,5.8,5.699999999999998,13.2,2.8,7.0,0.0,1.9,2.1,0.1,2.5,-0.1,0.8
Dez Bryant,13.7,15.8,5.9,10.3,5.9,10.3,5.2,14.6,14.8,6.5,5.8,3.9,4.8,0.0,7.6,7.3
Domenik Hixon,5.1,0.0,1.3,0.0,0.0,0.0,0.9,0.0,1.4,0.0,0.0,0.0,0.0,0.0,8.8,2.6
Donald Driver,7.7,3.9,12.2,0.0,9.1,0.0,0.8,1.9,0.0,0.7,8.0,1.5,1.7,0.0,0.0,0.0
Donald Jones,3.5,1.1,8.1,0.0,12.6,0.4,6.7,16.0,2.3,1.4,12.7,9.5,16.4,2.1,3.9,4.8
Donnie Avery,4.8,5.0,3.7,2.5,17.1,2.7,1.2,4.3,4.7,0.0,11.9,2.9,2.2,5.6,2.5,0.0
Donte Moncrief,6.3,3.1,2.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0
Dontrelle Inman,1.0,3.3,2.8,10.1,3.5,2.3,1.1,3.1,2.7,17.3,4.9,0.3,7.0,0.0,2.0,0.0
Doug Baldwin ,1.1,11.5,23.0,0.0,6.6,0.6,12.1,3.6,9.7,6.4,14.7,6.4,9.2,21.7,22.1,3.7
Drew Davis ,16.2,0.7,0.0,0.0,1.2,0.0,10.1,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Bowe,8.5,13.3,2.8,5.7,2.8,3.9,8.4,8.7,4.5,0.0,0.0,0.0,4.6,0.0,3.2,0.0
Dwayne Harris,0.0,1.2,1.3,1.8,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-2.0
Earl Bennett,19.4,1.1,2.9,9.2,8.9,1.9,0.0,3.9,0.0,2.0,0.6,9.8,2.7,8.8,10.3,2.2
Early Doucet,14.8,5.2,5.7,1.2,5.2,3.6,0.0,5.1,4.4,0.6,4.3,3.1,0.0,5.3,2.3,1.7
Eddie Royal,3.2,14.9,7.4,1.6,2.0,5.6,4.6,13.7,7.2,3.6,20.6,7.8,7.4,2.9,2.3,-0.09999999999999998
